Province_State,Country_Region,Confirmed,Deaths
Texas,US,110,4
Texas,US,8,0
Texas,US,16,0
Texas,US,56,0
Texas,US,3773,15
Texas,US,88,2
Texas,US,110,2
Texas,US,5,0
Texas,US,157,2
Texas,US,225,1
Texas,US,28,0
Texas,US,39,2
Texas,US,2603,19
Texas,US,26,0
Texas,US,6,0
Texas,US,413,2
Texas,US,96,2
Texas,US,120,1
Texas,US,874,7
Texas,US,13,0
Texas,US,2,0
Texas,US,309,5
Texas,US,732,7
Texas,US,6,0
Texas,US,81,2
Texas,US,724,4
Texas,US,7,0
Texas,US,11,0
Texas,US,47,0
Texas,US,259,1
Texas,US,70,0
Texas,US,3,0
Texas,US,111,1
Texas,US,690,1
Texas,US,26,0
Texas,US,433,3
Texas,US,162,0
Texas,US,26,0
Texas,US,150,0
Texas,US,271,2
Texas,US,18,0
Texas,US,17,0
Texas,US,47,0
Texas,US,7,0
Texas,US,120,2
Texas,US,6,0
Texas,US,1584,6
Texas,US,34,0
Texas,US,305,2
Texas,US,9,0
Texas,US,6,0
Texas,US,1,0
Texas,US,12,0
Texas,US,25,0
Texas,US,10074,67
Texas,US,490,1
Texas,US,6,0
Texas,US,9,0
Texas,US,0,0
Texas,US,190,0
Texas,US,820,5
Texas,US,4705,15
Texas,US,73,2
Texas,US,116,2
Texas,US,0,0
Texas,US,228,1
Texas,US,16,0
Texas,US,476,0
Texas,US,191,0
Texas,US,376,6
Texas,US,484,4
Texas,US,203,1
Texas,US,255,1
Texas,US,36,0
Texas,US,178,5
Texas,US,1177,13
Texas,US,151,5
Texas,US,6,-1
Texas,US,588,5
Texas,US,7,1
Texas,US,315,2
Texas,US,3674,12
Texas,US,326,3
Texas,US,22,0
Texas,US,383,1
Texas,US,229,2
Texas,US,3,0
Texas,US,38,0
Texas,US,33,0
Texas,US,68,1
Utah,US,766,4
Utah,US,409,2
Utah,US,1749,9
Utah,US,5428,24
Utah,US,39,0
Utah,US,195,2
Utah,US,1452,9
Utah,US,135,1
Utah,US,370,4
Utah,US,513,4
Utah,US,104,0
Utah,US,3906,9
Utah,US,175,0
Utah,US,1547,8
Vermont,US,31,0
Vermont,US,24,0
Vermont,US,4,0
Vermont,US,200,2
Vermont,US,7,0
Vermont,US,27,0
Vermont,US,3,0
Vermont,US,3,0
Vermont,US,24,0
Vermont,US,20,0
Vermont,US,43,0
Vermont,US,-1,0
Vermont,US,42,0
Vermont,US,25,1
Vermont,US,25,0
Virgin Islands,US,734,7
Virginia,US,56,1
Virginia,US,116,0
Virginia,US,232,1
Virginia,US,24,0
Virginia,US,33,0
Virginia,US,74,0
Virginia,US,28,0
Virginia,US,275,0
Virginia,US,43,1
Virginia,US,4,0
Virginia,US,192,1
Virginia,US,7,0
Virginia,US,112,0
Virginia,US,42,-1
Virginia,US,17,0
Virginia,US,51,1
Virginia,US,32,-1
Virginia,US,0,0
Virginia,US,125,3
Virginia,US,85,0
Virginia,US,45,0
Virginia,US,15,0
Virginia,US,21,0
Virginia,US,64,1
Virginia,US,576,4
Virginia,US,659,4
Virginia,US,-3,0
Virginia,US,75,-2
Virginia,US,14,0
Virginia,US,13,0
Virginia,US,65,2
Virginia,US,13,0
Virginia,US,59,3
Virginia,US,25,1
Virginia,US,63,0
Virginia,US,5,0
Virginia,US,11,1
Virginia,US,1155,10
Virginia,US,2,-1
Virginia,US,1,0
Virginia,US,118,1
Virginia,US,12,0
Virginia,US,25,1
Virginia,US,75,2
Virginia,US,14,0
Virginia,US,222,2
Virginia,US,45,0
Virginia,US,4,0
Virginia,US,31,2
Virginia,US,102,3
Virginia,US,30,1
Virginia,US,28,1
Virginia,US,60,3
Virginia,US,8,0
Virginia,US,33,0
Virginia,US,274,2
Virginia,US,294,2
Virginia,US,25,-1
Virginia,US,685,7
Virginia,US,64,0
Virginia,US,2,0
Virginia,US,64,0
Virginia,US,85,0
Virginia,US,108,0
Virginia,US,27,0
Virginia,US,47,1
Virginia,US,2,-2
Virginia,US,12,1
Virginia,US,25,-1
Virginia,US,1,0
Virginia,US,501,0
Virginia,US,63,0
Virginia,US,13,0
Virginia,US,162,1
Virginia,US,14,1
Virginia,US,24,0
Virginia,US,9,0
Virginia,US,9,0
Virginia,US,10,2
Virginia,US,81,3
Virginia,US,19,2
Virginia,US,-26,-17
Virginia,US,-4,0
Virginia,US,63,0
Virginia,US,348,3
Virginia,US,340,2
Virginia,US,2,1
Virginia,US,20,0
Virginia,US,14,0
Virginia,US,54,3
Virginia,US,40,-1
Virginia,US,50,2
Virginia,US,28,3
Virginia,US,80,2
Virginia,US,130,2
Virginia,US,19,0
Virginia,US,186,1
Virginia,US,43,0
Virginia,US,26,1
Virginia,US,140,1
Virginia,US,645,8
Virginia,US,80,7
Virginia,US,98,9
Virginia,US,9,0
Virginia,US,-158,-4
Virginia,US,465,9
Virginia,US,263,1
Virginia,US,268,1
Virginia,US,21,0
Virginia,US,144,1
Virginia,US,25,0
Virginia,US,63,0
Virginia,US,42,1
Virginia,US,67,0
Virginia,US,36,0
Virginia,US,20,0
Virginia,US,263,0
Virginia,US,270,1
Virginia,US,38,0
Virginia,US,188,1
Virginia,US,3,0
Virginia,US,19,0
Virginia,US,38,1
Virginia,US,0,0
Virginia,US,944,5
Virginia,US,44,0
Virginia,US,121,4
Virginia,US,76,0
Virginia,US,12,0
Virginia,US,18,1
Virginia,US,27,-1
Virginia,US,80,2
Virginia,US,63,0
Virginia,US,122,0
Washington,US,28,0
Washington,US,77,1
Washington,US,1657,4
Washington,US,197,2
Washington,US,171,4
Washington,US,1079,11
Washington,US,20,0
Washington,US,452,9
Washington,US,149,0
Washington,US,22,0
Washington,US,865,7
Washington,US,5,1
Washington,US,673,8
Washington,US,209,6
Washington,US,181,2
Washington,US,55,0
Washington,US,4165,22
Washington,US,453,6
Washington,US,159,1
Washington,US,43,3
Washington,US,232,6
Washington,US,39,0
Washington,US,96,4
Washington,US,63,-1
Washington,US,57,1
Washington,US,30,0
Washington,US,2557,23
Washington,US,5,0
Washington,US,237,2
Washington,US,13,0
Washington,US,2474,15
Washington,US,1751,16
Washington,US,79,0
Washington,US,795,10
Washington,US,1,0
Washington,US,7,2
Washington,US,516,4
Washington,US,420,6
Washington,US,54,2
Washington,US,918,7
West Virginia,US,28,2
West Virginia,US,219,5
West Virginia,US,26,0
West Virginia,US,34,-1
West Virginia,US,24,1
West Virginia,US,202,1
West Virginia,US,13,0
West Virginia,US,5,0
West Virginia,US,9,0
West Virginia,US,101,3
West Virginia,US,10,1
West Virginia,US,8,1
West Virginia,US,25,1
West Virginia,US,13,0
West Virginia,US,32,1
West Virginia,US,7,0
West Virginia,US,161,1
West Virginia,US,41,1
West Virginia,US,68,1
West Virginia,US,215,6
West Virginia,US,66,0
West Virginia,US,11,1
West Virginia,US,45,1
West Virginia,US,109,3
West Virginia,US,71,0
West Virginia,US,68,1
West Virginia,US,54,1
West Virginia,US,100,3
West Virginia,US,32,0
West Virginia,US,57,1
West Virginia,US,114,2
West Virginia,US,19,1
West Virginia,US,45,0
West Virginia,US,50,2
West Virginia,US,69,0
West Virginia,US,1,0
West Virginia,US,5,0
West Virginia,US,9,0
West Virginia,US,19,1
West Virginia,US,141,0
West Virginia,US,90,3
West Virginia,US,37,2
West Virginia,US,12,0
West Virginia,US,8,0
West Virginia,US,7,0
West Virginia,US,43,0
West Virginia,US,4,0
West Virginia,US,16,0
West Virginia,US,0,0
West Virginia,US,58,0
West Virginia,US,57,0
West Virginia,US,64,1
West Virginia,US,35,0
West Virginia,US,12,0
West Virginia,US,101,1
West Virginia,US,49,1
Wisconsin,US,27,1
Wisconsin,US,15,0
Wisconsin,US,21,0
Wisconsin,US,5,1
Wisconsin,US,262,8
Wisconsin,US,26,0
Wisconsin,US,19,2
Wisconsin,US,71,0
Wisconsin,US,74,1
Wisconsin,US,49,1
Wisconsin,US,82,2
Wisconsin,US,9,0
Wisconsin,US,740,2
Wisconsin,US,157,0
Wisconsin,US,16,5
Wisconsin,US,25,2
Wisconsin,US,73,2
Wisconsin,US,158,0
Wisconsin,US,6,0
Wisconsin,US,99,7
Wisconsin,US,16,1
Wisconsin,US,28,1
Wisconsin,US,31,1
Wisconsin,US,20,2
Wisconsin,US,19,0
Wisconsin,US,14,2
Wisconsin,US,16,0
Wisconsin,US,100,0
Wisconsin,US,24,0
Wisconsin,US,311,4
Wisconsin,US,12,1
Wisconsin,US,111,3
Wisconsin,US,10,0
Wisconsin,US,9,0
Wisconsin,US,20,1
Wisconsin,US,61,2
Wisconsin,US,106,2
Wisconsin,US,25,2
Wisconsin,US,16,0
Wisconsin,US,4,0
Wisconsin,US,3055,15
Wisconsin,US,51,4
Wisconsin,US,43,6
Wisconsin,US,46,2
Wisconsin,US,233,7
Wisconsin,US,166,6
Wisconsin,US,16,0
Wisconsin,US,32,1
Wisconsin,US,21,4
Wisconsin,US,99,1
Wisconsin,US,13,1
Wisconsin,US,353,2
Wisconsin,US,19,1
Wisconsin,US,253,2
Wisconsin,US,14,2
Wisconsin,US,106,1
Wisconsin,US,26,0
Wisconsin,US,59,0
Wisconsin,US,151,4
Wisconsin,US,95,3
Wisconsin,US,13,2
Wisconsin,US,27,0
Wisconsin,US,0,0
Wisconsin,US,33,0
Wisconsin,US,21,0
Wisconsin,US,143,3
Wisconsin,US,18,0
Wisconsin,US,223,11
Wisconsin,US,873,14
Wisconsin,US,60,0
Wisconsin,US,21,0
Wisconsin,US,216,4
Wisconsin,US,72,4
Wyoming,US,129,1
Wyoming,US,42,1
Wyoming,US,143,3
Wyoming,US,134,0
Wyoming,US,108,2
Wyoming,US,17,0
Wyoming,US,159,0
Wyoming,US,47,0
Wyoming,US,13,0
Wyoming,US,17,2
Wyoming,US,970,9
Wyoming,US,85,0
Wyoming,US,185,1
Wyoming,US,2,1
Wyoming,US,70,2
Wyoming,US,86,1
Wyoming,US,55,0
Wyoming,US,62,1
Wyoming,US,218,4
Wyoming,US,96,0
Wyoming,US,94,1
Wyoming,US,0,0
Wyoming,US,19,0
Wyoming,US,23,0
,Uganda,13161,1635
Cherkasy Oblast,Ukraine,453,11
Chernihiv Oblast,Ukraine,242,6
Chernivtsi Oblast,Ukraine,241,6
Crimea Republic*,Ukraine,11517,256
Dnipropetrovsk Oblast,Ukraine,933,78
Donetsk Oblast,Ukraine,1035,35
Ivano-Frankivsk Oblast,Ukraine,222,9
Kharkiv Oblast,Ukraine,921,73
Kherson Oblast,Ukraine,640,17
Khmelnytskyi Oblast,Ukraine,359,25
Kiev,Ukraine,5061,39
Kiev Oblast,Ukraine,831,19
Kirovohrad Oblast,Ukraine,129,19
Luhansk Oblast,Ukraine,544,25
Lviv Oblast,Ukraine,722,40
Mykolaiv Oblast,Ukraine,456,20
Odessa Oblast,Ukraine,1394,40
Poltava Oblast,Ukraine,461,13
Rivne Oblast,Ukraine,203,3
Sevastopol*,Ukraine,4227,117
Sumy Oblast,Ukraine,606,22
Ternopil Oblast,Ukraine,202,5
Vinnytsia Oblast,Ukraine,413,11
Volyn Oblast,Ukraine,147,8
Zakarpattia Oblast,Ukraine,159,5
Zaporizhia Oblast,Ukraine,674,15
Zhytomyr Oblast,Ukraine,420,16
,United Arab Emirates,47795,132
Anguilla,United Kingdom,4,0
Bermuda,United Kingdom,54,0
British Virgin Islands,United Kingdom,2187,30
Cayman Islands,United Kingdom,29,0
Channel Islands,United Kingdom,0,0
England,United Kingdom,938545,1546
Falkland Islands (Malvinas),United Kingdom,0,0
Gibraltar,United Kingdom,629,0
Isle of Man,United Kingdom,2713,0
Montserrat,United Kingdom,1,0
Northern Ireland,United Kingdom,30069,64
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,0,0
Scotland,United Kingdom,60754,219
Turks and Caicos Islands,United Kingdom,61,0
Unknown,United Kingdom,0,13
Wales,United Kingdom,22836,59
,Uruguay,10969,347
,Uzbekistan,19063,140
,Vanuatu,0,0
,Venezuela,32649,471
,Vietnam,139780,1225
,West Bank and Gaza,2573,39
,Yemen,147,16
,Zambia,38461,1135
,Zimbabwe,58325,1775
Johor,Malaysia,20634,359
Kedah,Malaysia,21623,227
Kelantan,Malaysia,8534,51
Melaka,Malaysia,13326,240
Negeri Sembilan,Malaysia,26728,378
Pahang,Malaysia,11251,143
Perak,Malaysia,11595,81
Perlis,Malaysia,130,1
Pulau Pinang,Malaysia,11916,77
Sabah,Malaysia,16046,91
Sarawak,Malaysia,11911,49
Selangor,Malaysia,162109,1575
Terengganu,Malaysia,6126,49
W.P. Kuala Lumpur,Malaysia,46447,583
W.P. Labuan,Malaysia,1368,22
W.P. Putrajaya,Malaysia,1711,4
Unknown,Malaysia,0,0
,Tonga,0,0
,Winter Olympics 2022,0,0
,Antarctica,0,0
Jersey,United Kingdom,4764,0
Guernsey,United Kingdom,116,0
,"Korea, North",0,0
Unknown,Ukraine,0,0
,Nauru,0,0
Niue,New Zealand,0,0
,Tuvalu,0,0
Pitcairn Islands,United Kingdom,0,0
